record_id,state,district,block_taluka,station_location,longitude,latitude,year,month,season,ph,ec_us_cm,tds_mg_l,cl_mg_l,no3_mg_l,so4_mg_l,f_mg_l,total_hardness_mg_l,fe_mg_l,as_ppb,u_ppb,rainfall_mm,rainfall_source,rainfall_year,health_value,health_indicator,health_source,health_year,water_source,water_year,data_availability_status,data_type,rainfall_anomaly,rainfall_change,anomaly_score,abnormal_pattern_flag,risk_score,health_risk_component,water_risk_component,env_risk_component,hist_risk_component,vuln_risk_component,abnormal_risk_component,risk_class
DEMO_REC_0182,Tamil Nadu,Chennai,Chennai Central,Chennai Station-3,80.2232,13.0711,2023,May,Pre-Monsoon,7.26,668.7,434.7,189.7,15.0,166.2,1.75,280.5,0.38,4.96,0.59,31.8,Synthetic Environmental Simulation,2023,78,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.72,-78.32,-0.091,0,30.3,0.35,0.02,0.32,0.65,0.35,0.27,MODERATE
DEMO_REC_0183,Tamil Nadu,Coimbatore,Coimbatore Central,Coimbatore Station-4,77.001,11.0382,2024,May,Pre-Monsoon,7.37,1094.0,711.1,230.6,30.4,153.9,1.05,237.9,0.02,0.94,8.21,18.1,Synthetic Environmental Simulation,2024,86,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.81,-87.66,-0.143,0,23.9,0.38,0.03,0.3,0.25,0.35,0.08,LOW
DEMO_REC_0184,Tamil Nadu,Madurai,Madurai Central,Madurai Station-5,78.1247,9.8804,2022,July,Monsoon,7.47,849.1,551.9,103.9,7.3,158.9,1.4,228.6,0.46,0.84,1.7,306.4,Synthetic Environmental Simulation,2022,33,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,1.0,108.91,-0.077,0,27.7,0.15,0.01,0.75,0.25,0.35,0.32,LOW
DEMO_REC_0185,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,Tiruchirappalli Station-1,78.6619,10.8083,2023,July,Monsoon,7.0,762.5,495.6,197.0,12.5,136.6,1.79,380.2,0.12,7.09,7.39,317.5,Synthetic Environmental Simulation,2023,88,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,1.07,116.48,-0.071,0,34.9,0.39,0.03,0.77,0.25,0.35,0.35,MODERATE
DEMO_REC_0186,Andhra Pradesh,Visakhapatnam,Visakhapatnam Central,Visakhapatnam Station-2,83.2656,17.6547,2024,July,Monsoon,7.09,1119.4,727.6,147.9,8.8,179.6,0.82,167.8,0.07,1.65,0.94,261.5,Synthetic Environmental Simulation,2024,38,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,0.72,78.3,-0.122,0,32.6,0.17,0.03,0.68,0.65,0.35,0.16,MODERATE
DEMO_REC_0187,Andhra Pradesh,Vijayawada,Vijayawada Central,Vijayawada Station-3,80.6949,16.5219,2022,November,Post-Monsoon,6.91,1261.9,820.2,166.4,12.7,172.5,0.7,373.6,0.0,8.38,0.87,68.8,Synthetic Environmental Simulation,2022,62,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.49,-53.09,-0.149,0,23.0,0.28,0.04,0.38,0.25,0.35,0.05,LOW
DEMO_REC_0188,Andhra Pradesh,Guntur,Guntur Central,Guntur Station-4,80.4391,16.3151,2023,November,Post-Monsoon,7.61,1954.4,1270.4,209.9,8.4,165.5,0.86,290.7,0.15,6.88,2.34,35.0,Synthetic Environmental Simulation,2023,97,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.7,-76.14,0.023,1,36.6,0.43,0.1,0.32,0.65,0.35,0.7,MODERATE
DEMO_REC_0189,Andhra Pradesh,Anantapur,Anantapur Central,Anantapur Station-5,77.5905,14.7277,2024,November,Post-Monsoon,7.05,1347.2,875.7,173.0,9.4,115.4,0.69,342.0,0.17,3.21,0.03,80.0,Synthetic Environmental Simulation,2024,55,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.42,-45.45,-0.146,0,22.9,0.24,0.05,0.4,0.25,0.35,0.07,LOW
DEMO_REC_0190,Assam,Kamrup Metropolitan,Kamrup Metropolitan Central,Kamrup Metropolitan Station-1,91.7576,26.1187,2022,May,Pre-Monsoon,7.75,1325.7,861.7,140.8,30.2,95.8,0.71,407.9,0.28,2.79,0.25,39.0,Synthetic Environmental Simulation,2022,62,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.68,-73.41,-0.125,0,28.7,0.28,0.05,0.33,0.65,0.35,0.14,LOW
DEMO_REC_0191,Assam,Cachar,Cachar Central,Cachar Station-2,92.8174,24.8166,2023,May,Pre-Monsoon,7.15,357.4,232.3,145.4,37.8,61.3,1.78,286.9,0.1,3.68,1.67,57.0,Synthetic Environmental Simulation,2023,53,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.56,-61.14,-0.0,0,24.1,0.24,0.03,0.36,0.25,0.35,0.61,LOW
DEMO_REC_0192,Arunachal Pradesh,Papum Pare,Papum Pare Central,Papum Pare Station-3,93.6068,27.0769,2024,May,Pre-Monsoon,6.97,1306.3,849.1,287.1,33.4,93.7,0.67,234.6,0.18,2.62,8.26,79.4,Synthetic Environmental Simulation,2024,106,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.42,-45.86,-0.125,0,28.8,0.47,0.05,0.39,0.25,0.35,0.14,LOW
DEMO_REC_0193,Kerala,Wayanad,Wayanad Central,Wayanad Station-4,76.132,11.6773,2022,July,Monsoon,7.39,1670.0,1085.5,114.3,26.8,103.4,0.62,277.7,0.1,3.12,0.03,386.4,Synthetic Environmental Simulation,2022,99,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,1.5,163.46,-0.052,0,39.8,0.44,0.08,0.88,0.25,0.35,0.42,MODERATE
DEMO_REC_0194,Karnataka,Raichur,Raichur Central,Raichur Station-5,77.3033,16.1736,2023,July,Monsoon,7.14,1389.9,903.4,208.5,7.8,153.9,0.47,204.4,0.09,1.81,2.3,219.5,Synthetic Environmental Simulation,2023,35,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,0.46,49.66,-0.111,0,25.8,0.16,0.05,0.61,0.25,0.35,0.2,LOW
DEMO_REC_0195,Maharashtra,Latur,Latur Central,Latur Station-1,76.5181,18.4331,2024,July,Monsoon,7.24,1244.0,808.6,151.7,31.1,71.5,0.71,388.7,0.08,0.96,7.02,347.7,Synthetic Environmental Simulation,2024,19,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,1.26,137.07,-0.116,0,27.6,0.08,0.04,0.82,0.25,0.35,0.18,LOW
DEMO_REC_0196,Tamil Nadu,Salem,Salem Central,Salem Station-2,78.1798,11.682,2022,November,Post-Monsoon,6.34,1347.0,875.6,124.8,31.0,132.6,1.31,321.7,0.08,0.31,0.54,26.6,Synthetic Environmental Simulation,2022,118,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.75,-81.86,-0.061,0,36.2,0.52,0.07,0.31,0.65,0.35,0.39,MODERATE
DEMO_REC_0197,Tamil Nadu,Chennai,Chennai Central,Chennai Station-3,80.2739,13.119,2023,November,Post-Monsoon,6.93,1537.1,999.1,207.5,2.0,140.0,0.48,306.2,0.3,2.18,0.38,31.6,Synthetic Environmental Simulation,2023,53,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.72,-78.45,-0.088,0,28.6,0.24,0.07,0.32,0.65,0.35,0.28,LOW
DEMO_REC_0198,Tamil Nadu,Coimbatore,Coimbatore Central,Coimbatore Station-4,76.9449,10.9726,2024,November,Post-Monsoon,6.79,942.1,612.4,231.1,11.0,193.1,0.92,380.6,0.36,3.03,0.57,-1.6,Synthetic Environmental Simulation,2024,64,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.93,-101.09,-0.099,0,21.3,0.28,0.01,0.27,0.25,0.35,0.24,LOW
DEMO_REC_0199,Tamil Nadu,Madurai,Madurai Central,Madurai Station-5,78.1245,9.908,2022,May,Pre-Monsoon,7.06,1219.8,792.9,195.1,22.1,116.4,1.77,334.3,0.22,0.3,4.34,66.8,Synthetic Environmental Simulation,2022,117,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.5,-54.45,-0.154,0,29.6,0.52,0.07,0.37,0.25,0.35,0.04,LOW
DEMO_REC_0200,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,Tiruchirappalli Station-1,78.6565,10.7824,2023,May,Pre-Monsoon,7.49,2117.3,1376.2,125.2,7.2,149.3,0.31,301.0,0.54,4.31,5.56,80.2,Synthetic Environmental Simulation,2023,65,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.42,-45.32,0.073,1,29.7,0.29,0.12,0.4,0.25,0.35,0.88,LOW
DEMO_REC_0201,Andhra Pradesh,Visakhapatnam,Visakhapatnam Central,Visakhapatnam Station-2,83.2217,17.6654,2024,May,Pre-Monsoon,7.73,1215.4,790.0,53.5,14.2,181.5,0.32,199.5,0.1,0.58,0.13,18.2,Synthetic Environmental Simulation,2024,118,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.81,-87.59,-0.118,0,34.1,0.52,0.04,0.3,0.65,0.35,0.17,MODERATE
DEMO_REC_0202,Andhra Pradesh,Vijayawada,Vijayawada Central,Vijayawada Station-3,80.6047,16.553,2022,July,Monsoon,7.17,987.7,642.0,165.3,23.5,167.1,1.8,139.3,0.07,1.08,1.4,375.8,Synthetic Environmental Simulation,2022,73,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,1.44,156.23,-0.117,0,34.7,0.32,0.05,0.86,0.25,0.35,0.18,MODERATE
DEMO_REC_0203,Andhra Pradesh,Guntur,Guntur Central,Guntur Station-4,80.4239,16.3274,2023,July,Monsoon,7.02,1154.5,750.4,169.8,30.4,131.1,0.86,302.9,0.3,0.25,0.33,329.4,Synthetic Environmental Simulation,2023,87,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,1.15,124.59,-0.128,0,40.2,0.39,0.03,0.79,0.65,0.35,0.13,MODERATE
DEMO_REC_0204,Andhra Pradesh,Anantapur,Anantapur Central,Anantapur Station-5,77.6288,14.6903,2024,July,Monsoon,6.97,1462.9,950.9,200.5,31.3,89.9,1.23,226.0,0.07,5.53,4.16,367.6,Synthetic Environmental Simulation,2024,31,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,1.39,150.64,-0.103,0,30.3,0.14,0.06,0.85,0.25,0.35,0.23,MODERATE
DEMO_REC_0205,Assam,Kamrup Metropolitan,Kamrup Metropolitan Central,Kamrup Metropolitan Station-1,91.7467,26.1203,2022,November,Post-Monsoon,7.79,1074.7,698.6,238.1,22.2,93.8,1.37,152.5,0.15,2.22,0.62,65.7,Synthetic Environmental Simulation,2022,108,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.51,-55.2,-0.114,0,34.3,0.48,0.03,0.37,0.65,0.35,0.19,MODERATE
DEMO_REC_0206,Assam,Cachar,Cachar Central,Cachar Station-2,92.7796,24.8741,2023,November,Post-Monsoon,7.31,882.3,573.5,235.4,54.0,140.9,0.71,198.1,0.84,2.53,1.18,62.8,Synthetic Environmental Simulation,2023,59,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.53,-57.18,-0.073,0,23.9,0.26,0.04,0.37,0.25,0.35,0.34,LOW
DEMO_REC_0207,Arunachal Pradesh,Papum Pare,Papum Pare Central,Papum Pare Station-3,93.6163,27.1326,2024,November,Post-Monsoon,7.56,749.8,487.4,206.4,31.1,145.9,0.53,341.2,0.07,1.56,0.92,63.7,Synthetic Environmental Simulation,2024,93,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.52,-56.57,-0.086,0,26.4,0.41,0.0,0.37,0.25,0.35,0.29,LOW
DEMO_REC_0208,Kerala,Wayanad,Wayanad Central,Wayanad Station-4,76.0859,11.6911,2022,May,Pre-Monsoon,7.12,767.6,498.9,163.5,44.0,145.6,1.65,244.8,0.26,0.17,0.3,57.9,Synthetic Environmental Simulation,2022,34,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.56,-60.52,-0.092,0,20.0,0.15,0.01,0.36,0.25,0.35,0.27,LOW
DEMO_REC_0209,Karnataka,Raichur,Raichur Central,Raichur Station-5,77.3897,16.2479,2023,May,Pre-Monsoon,7.44,1564.6,1017.0,170.5,19.8,82.3,1.74,193.0,0.67,4.73,1.56,24.4,Synthetic Environmental Simulation,2023,69,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.77,-83.36,-0.121,0,24.2,0.31,0.09,0.31,0.25,0.35,0.16,LOW
DEMO_REC_0210,Maharashtra,Latur,Latur Central,Latur Station-1,76.5724,18.4425,2024,May,Pre-Monsoon,7.65,1904.3,1237.8,261.7,40.4,181.4,1.79,253.6,0.37,1.23,0.78,76.3,Synthetic Environmental Simulation,2024,97,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.44,-47.98,0.012,1,32.3,0.43,0.13,0.39,0.25,0.35,0.66,MODERATE
DEMO_REC_0211,Tamil Nadu,Salem,Salem Central,Salem Station-2,78.1339,11.7011,2022,July,Monsoon,7.76,672.5,437.1,291.0,48.1,159.9,0.99,278.6,0.84,1.75,8.94,460.6,Synthetic Environmental Simulation,2022,178,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,1.97,214.05,0.038,1,56.9,0.79,0.01,0.99,0.65,0.35,0.75,HIGH
DEMO_REC_0212,Tamil Nadu,Chennai,Chennai Central,Chennai Station-3,80.3149,13.07,2023,July,Monsoon,7.62,1200.5,780.3,230.6,6.0,167.0,0.71,310.3,0.27,0.49,3.66,228.0,Synthetic Environmental Simulation,2023,100,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,0.51,55.46,-0.09,0,39.2,0.44,0.04,0.63,0.65,0.35,0.27,MODERATE
DEMO_REC_0213,Tamil Nadu,Coimbatore,Coimbatore Central,Coimbatore Station-4,76.9511,11.0248,2024,July,Monsoon,7.13,756.2,491.5,156.8,66.4,135.4,1.62,290.1,0.26,4.49,3.09,335.4,Synthetic Environmental Simulation,2024,54,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,1.18,128.68,-0.002,0,34.4,0.24,0.09,0.8,0.25,0.35,0.6,MODERATE
DEMO_REC_0214,Tamil Nadu,Madurai,Madurai Central,Madurai Station-5,78.1401,9.9346,2022,November,Post-Monsoon,7.08,1272.3,827.0,221.7,33.8,177.5,1.05,371.0,0.65,0.33,0.67,34.9,Synthetic Environmental Simulation,2022,51,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.7,-76.2,-0.138,0,21.0,0.23,0.04,0.32,0.25,0.35,0.1,LOW
DEMO_REC_0215,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,Tiruchirappalli Station-1,78.717,10.8302,2023,November,Post-Monsoon,7.19,1359.2,883.5,170.2,13.0,132.0,1.71,303.1,0.03,1.22,0.22,31.8,Synthetic Environmental Simulation,2023,34,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.72,-78.32,-0.146,0,19.6,0.15,0.07,0.32,0.25,0.35,0.07,LOW
DEMO_REC_0216,Andhra Pradesh,Visakhapatnam,Visakhapatnam Central,Visakhapatnam Station-2,83.2627,17.6423,2024,November,Post-Monsoon,6.92,1160.9,754.6,159.4,10.3,103.1,1.25,246.3,0.13,0.9,11.11,66.8,Synthetic Environmental Simulation,2024,40,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.5,-54.45,-0.148,0,26.3,0.18,0.03,0.37,0.65,0.35,0.06,LOW
DEMO_REC_0217,Andhra Pradesh,Vijayawada,Vijayawada Central,Vijayawada Station-3,80.6127,16.5371,2022,May,Pre-Monsoon,7.55,1066.9,693.5,172.5,2.6,107.4,1.17,302.6,0.21,0.39,2.93,43.1,Synthetic Environmental Simulation,2022,31,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.65,-70.61,-0.098,0,19.3,0.14,0.03,0.34,0.25,0.35,0.25,LOW
DEMO_REC_0218,Andhra Pradesh,Guntur,Guntur Central,Guntur Station-4,80.4849,16.3009,2023,May,Pre-Monsoon,6.49,1741.0,1131.7,122.7,10.5,102.3,0.82,296.4,0.33,0.56,0.14,45.4,Synthetic Environmental Simulation,2023,53,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.64,-69.05,-0.037,0,30.5,0.24,0.09,0.34,0.65,0.35,0.47,MODERATE
DEMO_REC_0219,Andhra Pradesh,Anantapur,Anantapur Central,Anantapur Station-5,77.6271,14.6882,2024,May,Pre-Monsoon,6.18,1895.5,1232.1,277.8,33.9,91.9,1.5,304.8,0.04,3.0,1.61,63.5,Synthetic Environmental Simulation,2024,95,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.52,-56.7,0.064,1,32.7,0.42,0.13,0.37,0.25,0.35,0.85,MODERATE
DEMO_REC_0220,Assam,Kamrup Metropolitan,Kamrup Metropolitan Central,Kamrup Metropolitan Station-1,91.7372,26.1763,2022,July,Monsoon,7.21,1233.0,801.5,199.7,95.5,117.1,1.7,214.1,0.04,4.82,0.54,586.6,Synthetic Environmental Simulation,2022,191,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,2.76,299.96,0.045,1,64.5,0.85,0.24,1.0,0.65,0.35,0.78,HIGH
DEMO_REC_0221,Assam,Cachar,Cachar Central,Cachar Station-2,92.7472,24.8052,2023,July,Monsoon,6.98,1491.7,969.6,191.0,7.3,101.4,0.43,369.6,0.24,4.66,4.77,366.8,Synthetic Environmental Simulation,2023,55,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,1.38,150.09,-0.096,0,33.1,0.24,0.06,0.85,0.25,0.35,0.25,MODERATE
DEMO_REC_0222,Arunachal Pradesh,Papum Pare,Papum Pare Central,Papum Pare Station-3,93.622,27.0753,2024,July,Monsoon,6.81,2085.3,1355.4,247.5,31.3,178.2,0.38,181.1,0.09,2.02,0.67,265.3,Synthetic Environmental Simulation,2024,38,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,0.74,80.89,0.064,1,32.3,0.17,0.11,0.69,0.25,0.35,0.85,MODERATE
DEMO_REC_0223,Kerala,Wayanad,Wayanad Central,Wayanad Station-4,76.1741,11.684,2022,November,Post-Monsoon,6.94,943.5,613.3,224.5,18.9,98.8,1.03,314.3,0.17,2.27,23.17,34.5,Synthetic Environmental Simulation,2022,108,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.7,-76.48,-0.143,0,26.5,0.48,0.02,0.32,0.25,0.35,0.08,LOW
DEMO_REC_0224,Karnataka,Raichur,Raichur Central,Raichur Station-5,77.3637,16.2052,2023,November,Post-Monsoon,7.76,773.7,502.9,256.7,31.9,113.8,0.49,173.1,0.58,6.59,16.88,61.3,Synthetic Environmental Simulation,2023,58,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.54,-58.2,-0.076,0,22.7,0.26,0.0,0.37,0.25,0.35,0.33,LOW
DEMO_REC_0225,Maharashtra,Latur,Latur Central,Latur Station-1,76.5553,18.3613,2024,November,Post-Monsoon,6.97,1315.3,854.9,217.5,4.5,162.7,0.89,243.5,0.42,0.34,4.45,60.1,Synthetic Environmental Simulation,2024,99,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.54,-59.02,-0.12,0,27.5,0.44,0.05,0.36,0.25,0.35,0.16,LOW
DEMO_REC_0226,Tamil Nadu,Salem,Salem Central,Salem Station-2,78.1887,11.6978,2022,May,Pre-Monsoon,6.75,697.9,453.6,138.3,7.7,115.1,0.72,154.5,0.12,0.87,0.13,31.9,Synthetic Environmental Simulation,2022,117,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.72,-78.25,-0.067,0,34.5,0.52,0.0,0.32,0.65,0.35,0.36,MODERATE
DEMO_REC_0227,Tamil Nadu,Chennai,Chennai Central,Chennai Station-3,80.2818,13.0592,2023,May,Pre-Monsoon,6.73,1601.4,1040.9,206.7,25.6,150.7,1.79,390.5,0.11,1.04,0.25,12.2,Synthetic Environmental Simulation,2023,96,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.84,-91.68,-0.095,0,33.5,0.43,0.1,0.29,0.65,0.35,0.26,MODERATE
DEMO_REC_0228,Tamil Nadu,Coimbatore,Coimbatore Central,Coimbatore Station-4,76.9599,11.066,2024,May,Pre-Monsoon,7.04,714.1,464.2,219.9,16.8,85.5,0.71,231.7,0.73,0.52,0.02,5.1,Synthetic Environmental Simulation,2024,87,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.89,-96.52,-0.091,0,23.8,0.39,0.0,0.28,0.25,0.35,0.27,LOW
DEMO_REC_0229,Tamil Nadu,Madurai,Madurai Central,Madurai Station-5,78.1452,9.9503,2022,July,Monsoon,7.55,1258.3,817.9,215.0,30.1,86.8,0.9,411.1,0.65,5.65,7.2,422.2,Synthetic Environmental Simulation,2022,15,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,1.73,187.87,-0.073,0,30.3,0.07,0.04,0.93,0.25,0.35,0.34,MODERATE
DEMO_REC_0230,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,Tiruchirappalli Station-1,78.7277,10.7845,2023,July,Monsoon,6.76,1250.9,813.1,159.2,31.2,134.4,1.03,306.1,0.9,0.37,3.97,254.1,Synthetic Environmental Simulation,2023,39,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,0.67,73.25,-0.111,0,27.0,0.17,0.04,0.67,0.25,0.35,0.2,LOW
DEMO_REC_0231,Andhra Pradesh,Visakhapatnam,Visakhapatnam Central,Visakhapatnam Station-2,83.1802,17.6532,2024,July,Monsoon,7.56,1237.0,804.1,137.7,46.7,186.8,1.65,340.7,0.15,0.99,0.03,362.0,Synthetic Environmental Simulation,2024,19,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,1.35,146.82,-0.07,0,35.4,0.08,0.06,0.84,0.65,0.35,0.35,MODERATE
DEMO_REC_0232,Andhra Pradesh,Vijayawada,Vijayawada Central,Vijayawada Station-3,80.6056,16.4661,2022,November,Post-Monsoon,7.4,944.0,613.6,196.1,16.4,112.2,1.48,346.5,0.6,0.63,6.19,75.3,Synthetic Environmental Simulation,2022,91,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.45,-48.66,-0.136,0,26.0,0.4,0.02,0.39,0.25,0.35,0.1,LOW
DEMO_REC_0233,Andhra Pradesh,Guntur,Guntur Central,Guntur Station-4,80.4161,16.3135,2023,November,Post-Monsoon,7.17,1357.7,882.5,172.7,14.0,105.5,0.64,421.6,0.29,0.73,2.59,66.7,Synthetic Environmental Simulation,2023,95,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.5,-54.52,-0.146,0,32.9,0.42,0.05,0.37,0.65,0.35,0.07,MODERATE
